Date,Day,Mood,Productivity Score,Energy Level,Gym,Day Type,Reading,Sleep Hours,Games Played,Music Related,Custom Activities
2021-01-14,Thursday,Great,2,High,['Arms Day'],Classes,True,5.9,[],"['Piano', 'Recording', 'Bass']",[]
2021-01-13,Wednesday,Neutral,4,High,['Chest Day'],Home office,True,8.1,['Clash Royale'],"['Recording', 'Bass', 'Vocals']",[]
2021-01-12,Tuesday,Neutral,3,Medium,[],Home office,True,7.4,[],['Recording'],"['Dinner with Cami', 'Cooking']"
2021-01-11,Monday,Neutral,3,Low,['Arms Day'],Home office,True,7.0,[],[],"['Work in HabitLens', 'Dinner with Cami', 'Meditation']"
2021-01-10,Sunday,Great,1,Medium,[],Weekend,False,8.6,['Chess'],"['Piano', 'Listening', 'Vocals']","['Dinner with Cami', 'Work in HabitLens']"
2021-01-09,Saturday,Great,5,Medium,[],Weekend,True,6.3,['Chess'],['Vocals'],['Work in HabitLens']
2021-01-08,Friday,Neutral,3,Very High,[],Office,True,7.5,['Zelda'],[],"['Dinner with Cami', 'Cooking']"
2021-01-07,Thursday,Good,4,High,[],Office,True,5.6,"[""Baldur's Gate"", 'Chess']","['Recording', 'Listening', 'Composition']",['Hangout with Cami']
2021-01-06,Wednesday,Good,2,High,['Chest Day'],Home office,True,5.6,[],[],[]
2021-01-05,Tuesday,Great,1,High,[],Office,False,8.4,"[""Baldur's Gate""]","['Composition', 'Recording', 'Bass']","['Meditation', 'Dinner with Cami']"
2021-01-04,Monday,Sad,5,Very High,[],Home office,True,7.6,['Clash Royale'],"['Practice', 'Composition']",['Cooking']
2021-01-03,Sunday,Good,2,Medium,['Legs Day'],Weekend,True,6.9,[],"['Bass', 'Piano']",[]
2021-01-02,Saturday,Meh,5,Medium,"['Cardio', 'Back Day']",Weekend,False,6.0,['Zelda'],['Practice'],"['Hangout with Cami', 'Cooking', 'Work in HabitLens']"
2021-01-01,Friday,Neutral,5,Low,"['Legs Day', 'Back Day']",Office,False,8.3,[],[],['Meditation']
2020-12-31,Thursday,Good,5,High,['Chest Day'],Classes,False,6.4,['Zelda'],[],"['Hangout with Cami', 'Work in HabitLens', 'Dinner with Cami']"
2020-12-30,Wednesday,Good,1,High,['Chest Day'],Home office,False,7.8,['Zelda'],['Listening'],['Dinner with Cami']
2020-12-29,Tuesday,Good,3,Low,[],Office,True,5.7,"[""Baldur's Gate"", 'Chess']",['Listening'],"['Cooking', 'Dinner with Cami']"
2020-12-28,Monday,Great,3,High,"['Back Day', 'Cardio']",Classes,True,6.1,[],"['Practice', 'Bass', 'Vocals']","['Hangout with Cami', 'Meditation', 'Cooking']"
2020-12-27,Sunday,Good,4,High,['Legs Day'],Weekend,False,8.3,['Chess'],"['Piano', 'Listening', 'Composition']","['Meditation', 'Cooking']"
2020-12-26,Saturday,Terrible,1,Very High,[],Weekend,False,9.0,"['Zelda', ""Baldur's Gate""]","['Recording', 'Bass']","['Hangout with Cami', 'Dinner with Cami']"
2020-12-25,Friday,Neutral,3,Medium,"['Legs Day', 'Arms Day']",Classes,False,6.6,[],['Piano'],[]
2020-12-24,Thursday,Good,3,High,[],Office,True,8.6,"['Clash Royale', 'Zelda']","['Recording', 'Guitar']",[]
2020-12-23,Wednesday,Good,5,High,[],Office,True,5.1,"['Chess', 'Zelda']","['Recording', 'Listening', 'Composition']","['Meditation', 'Work in HabitLens']"
2020-12-22,Tuesday,Neutral,1,High,[],Office,True,7.0,['Clash Royale'],"['Listening', 'Recording']",['Dinner with Cami']
2020-12-21,Monday,Neutral,1,Medium,"['Arms Day', 'Cardio']",Office,True,4.9,"[""Baldur's Gate"", 'Zelda']","['Practice', 'Bass', 'Composition']","['Hangout with Cami', 'Meditation']"
2020-12-20,Sunday,Good,5,Very Low,['Cardio'],Weekend,False,8.0,[],['Composition'],"['Dinner with Cami', 'Work in HabitLens', 'Cooking']"
2020-12-19,Saturday,Neutral,3,Low,[],Weekend,False,7.9,[],"['Practice', 'Composition']","['Meditation', 'Hangout with Cami', 'Work in HabitLens']"
2020-12-18,Friday,Great,1,Medium,[],Home office,False,7.7,[],['Bass'],"['Cooking', 'Work in HabitLens']"
2020-12-17,Thursday,Meh,3,Medium,['Cardio'],Home office,False,7.4,['Chess'],[],['Dinner with Cami']
2020-12-16,Wednesday,Neutral,1,Low,[],Home office,True,7.8,['Clash Royale'],[],"['Cooking', 'Hangout with Cami']"
2020-12-15,Tuesday,Great,3,Low,[],Classes,True,8.2,"[""Baldur's Gate""]","['Composition', 'Bass', 'Recording']",[]
2020-12-14,Monday,Great,5,Very High,"['Legs Day', 'Chest Day']",Office,False,6.3,[],[],['Work in HabitLens']
2020-12-13,Sunday,Great,5,Medium,[],Weekend,True,9.0,[],['Composition'],"['Meditation', 'Cooking']"
2020-12-12,Saturday,Great,4,High,[],Weekend,False,4.0,"['Clash Royale', 'Zelda']","['Recording', 'Vocals', 'Guitar']",[]
2020-12-11,Friday,Good,2,High,[],Weekend,True,8.1,"[""Baldur's Gate"", 'Chess']","['Bass', 'Recording', 'Composition']","['Cooking', 'Dinner with Cami']"
2020-12-10,Thursday,Neutral,2,Medium,[],Home office,True,6.5,"[""Baldur's Gate""]","['Recording', 'Practice', 'Vocals']",['Hangout with Cami']
2020-12-09,Wednesday,Neutral,3,Very Low,[],Classes,False,8.0,"['Clash Royale', 'Zelda']",['Practice'],"['Hangout with Cami', 'Dinner with Cami', 'Cooking']"
2020-12-08,Tuesday,Neutral,4,High,[],Office,True,8.4,[],"['Composition', 'Bass', 'Recording']",[]
2020-12-07,Monday,Meh,1,High,[],Weekend,True,5.3,"[""Baldur's Gate"", 'Zelda']",['Listening'],"['Hangout with Cami', 'Meditation']"
2020-12-06,Sunday,Neutral,2,High,"['Legs Day', 'Back Day']",Weekend,False,7.4,['Clash Royale'],"['Listening', 'Recording']",[]
2020-12-05,Saturday,Neutral,3,Medium,['Cardio'],Weekend,False,7.6,"[""Baldur's Gate"", 'Zelda']",[],"['Work in HabitLens', 'Dinner with Cami', 'Cooking']"
2020-12-04,Friday,Neutral,3,Very Low,"['Back Day', 'Chest Day']",Classes,False,7.8,['Zelda'],"['Composition', 'Bass', 'Practice']",['Cooking']
2020-12-03,Thursday,Neutral,2,Medium,"['Legs Day', 'Chest Day']",Home office,True,7.1,['Clash Royale'],['Practice'],['Work in HabitLens']
2020-12-02,Wednesday,Good,2,High,['Legs Day'],Office,True,6.1,"['Chess', ""Baldur's Gate""]","['Recording', 'Vocals']",['Cooking']
2020-12-01,Tuesday,Neutral,3,Very Low,['Arms Day'],Office,True,4.9,[],"['Listening', 'Guitar']","['Hangout with Cami', 'Work in HabitLens']"
2020-11-30,Monday,Neutral,5,Medium,[],Office,True,8.2,['Chess'],['Piano'],"['Meditation', 'Dinner with Cami', 'Hangout with Cami']"
2020-11-29,Sunday,Great,5,High,[],Weekend,True,6.6,"['Chess', 'Clash Royale']",[],['Cooking']
2020-11-28,Saturday,Neutral,5,High,[],Weekend,True,9.0,[],['Guitar'],['Dinner with Cami']
2020-11-27,Friday,Neutral,5,High,['Legs Day'],Classes,True,7.0,"['Clash Royale', 'Chess']",['Piano'],[]
2020-11-26,Thursday,Sad,4,Low,[],Weekend,False,6.9,"['Clash Royale', 'Zelda']",['Composition'],"['Work in HabitLens', 'Hangout with Cami']"
2020-11-25,Wednesday,Great,5,Medium,['Chest Day'],Office,True,6.3,"['Chess', 'Zelda']",[],['Work in HabitLens']
2020-11-24,Tuesday,Neutral,5,Medium,[],Home office,False,7.9,"['Zelda', ""Baldur's Gate""]","['Vocals', 'Bass', 'Piano']",['Meditation']
2020-11-23,Monday,Neutral,2,Medium,"['Chest Day', 'Cardio']",Office,False,9.0,[],"['Composition', 'Guitar', 'Practice']",['Work in HabitLens']
2020-11-22,Sunday,Good,5,Very High,"['Back Day', 'Legs Day']",Weekend,False,6.6,['Zelda'],['Guitar'],[]
2020-11-21,Saturday,Good,4,Medium,[],Weekend,True,7.2,"[""Baldur's Gate""]",[],"['Hangout with Cami', 'Cooking']"
2020-11-20,Friday,Great,5,Low,[],Office,True,5.7,[],"['Composition', 'Listening', 'Piano']",[]
2020-11-19,Thursday,Neutral,4,Medium,[],Classes,True,6.3,['Clash Royale'],[],"['Cooking', 'Meditation', 'Hangout with Cami']"
2020-11-18,Wednesday,Great,5,High,['Legs Day'],Home office,False,5.8,[],[],[]
2020-11-17,Tuesday,Neutral,4,Low,['Legs Day'],Office,True,6.0,['Chess'],"['Practice', 'Guitar']","['Dinner with Cami', 'Work in HabitLens']"
2020-11-16,Monday,Meh,3,High,"['Legs Day', 'Chest Day']",Office,True,7.1,"[""Baldur's Gate""]",[],['Dinner with Cami']
2020-11-15,Sunday,Terrible,1,High,[],Weekend,True,8.0,"['Clash Royale', 'Chess']",['Recording'],"['Hangout with Cami', 'Meditation', 'Dinner with Cami']"
2020-11-14,Saturday,Good,4,Medium,"['Back Day', 'Legs Day']",Weekend,True,9.0,[],[],[]
2020-11-13,Friday,Good,1,Medium,[],Classes,False,4.3,[],['Practice'],[]
2020-11-12,Thursday,Good,2,Medium,[],Classes,False,6.8,[],[],"['Meditation', 'Hangout with Cami']"
2020-11-11,Wednesday,Good,2,Medium,[],Home office,True,5.9,['Clash Royale'],"['Guitar', 'Listening']",['Hangout with Cami']
2020-11-10,Tuesday,Good,1,Medium,['Cardio'],Office,True,8.8,"[""Baldur's Gate"", 'Chess']","['Vocals', 'Piano', 'Bass']","['Cooking', 'Meditation', 'Work in HabitLens']"
2020-11-09,Monday,Sad,4,Medium,[],Office,True,5.2,[],[],"['Meditation', 'Work in HabitLens', 'Dinner with Cami']"
2020-11-08,Sunday,Meh,3,Medium,"['Chest Day', 'Back Day']",Weekend,True,7.7,['Zelda'],[],"['Meditation', 'Work in HabitLens', 'Hangout with Cami']"
2020-11-07,Saturday,Good,1,Medium,"['Back Day', 'Arms Day']",Weekend,False,6.0,"['Chess', 'Zelda']","['Vocals', 'Composition']",['Work in HabitLens']
2020-11-06,Friday,Neutral,1,High,['Cardio'],Weekend,False,8.4,['Zelda'],"['Guitar', 'Composition', 'Listening']","['Meditation', 'Hangout with Cami', 'Dinner with Cami']"
2020-11-05,Thursday,Neutral,5,Medium,"['Legs Day', 'Arms Day']",Home office,False,6.2,[],['Guitar'],['Dinner with Cami']
2020-11-04,Wednesday,Good,2,High,"['Cardio', 'Chest Day']",Home office,True,6.7,[],['Piano'],[]
2020-11-03,Tuesday,Great,3,Medium,[],Classes,False,5.7,['Chess'],['Piano'],"['Cooking', 'Dinner with Cami']"
2020-11-02,Monday,Neutral,4,Low,[],Home office,False,6.7,['Clash Royale'],[],[]
2020-11-01,Sunday,Sad,3,Medium,"['Arms Day', 'Back Day']",Weekend,False,6.0,[],['Listening'],"['Dinner with Cami', 'Cooking']"
2020-10-31,Saturday,Amazing,2,Medium,"['Arms Day', 'Back Day']",Weekend,True,9.0,['Zelda'],['Piano'],[]
2020-10-30,Friday,Great,3,Medium,[],Home office,False,5.6,[],[],"['Cooking', 'Work in HabitLens', 'Dinner with Cami']"
2020-10-29,Thursday,Good,5,High,[],Classes,True,9.0,"[""Baldur's Gate""]","['Guitar', 'Bass']","['Meditation', 'Dinner with Cami']"
2020-10-28,Wednesday,Terrible,3,High,['Arms Day'],Home office,False,6.3,"[""Baldur's Gate"", 'Clash Royale']",['Listening'],[]
2020-10-27,Tuesday,Neutral,2,High,[],Office,False,9.0,"['Chess', 'Zelda']",['Bass'],[]
2020-10-26,Monday,Neutral,2,High,"['Chest Day', 'Arms Day']",Classes,True,5.8,[],"['Bass', 'Piano']","['Work in HabitLens', 'Dinner with Cami', 'Hangout with Cami']"
2020-10-25,Sunday,Neutral,1,High,[],Weekend,True,5.2,"[""Baldur's Gate"", 'Chess']",['Piano'],[]
2020-10-24,Saturday,Great,3,High,"['Legs Day', 'Chest Day']",Weekend,False,9.0,[],"['Guitar', 'Practice']","['Work in HabitLens', 'Meditation']"
2020-10-23,Friday,Great,4,High,[],Home office,True,7.7,['Clash Royale'],[],['Dinner with Cami']
2020-10-22,Thursday,Meh,5,Very High,['Chest Day'],Home office,False,6.8,[],['Piano'],"['Meditation', 'Work in HabitLens', 'Cooking']"
2020-10-21,Wednesday,Great,5,High,[],Office,True,5.2,"['Zelda', ""Baldur's Gate""]","['Composition', 'Practice', 'Listening']","['Hangout with Cami', 'Work in HabitLens']"
2020-10-20,Tuesday,Great,3,Medium,['Arms Day'],Classes,True,6.8,"[""Baldur's Gate""]","['Listening', 'Guitar']",['Dinner with Cami']
2020-10-19,Monday,Good,3,Very Low,[],Office,False,8.8,"['Chess', 'Clash Royale']",[],['Hangout with Cami']
2020-10-18,Sunday,Neutral,3,Medium,['Legs Day'],Weekend,False,6.8,[],"['Vocals', 'Composition', 'Piano']",['Hangout with Cami']
2020-10-17,Saturday,Great,1,Medium,"['Chest Day', 'Cardio']",Weekend,True,6.2,[],"['Composition', 'Bass', 'Recording']",[]
2020-10-16,Friday,Neutral,5,Medium,['Chest Day'],Home office,True,7.7,['Chess'],['Guitar'],['Cooking']
2020-10-15,Thursday,Good,3,High,[],Home office,False,8.3,"[""Baldur's Gate""]","['Composition', 'Listening', 'Recording']",[]
2020-10-14,Wednesday,Good,2,Medium,[],Home office,False,8.4,"['Chess', 'Clash Royale']",[],['Dinner with Cami']
2020-10-13,Tuesday,Good,2,Very High,"['Arms Day', 'Chest Day']",Office,True,7.0,['Chess'],['Vocals'],[]
2020-10-12,Monday,Amazing,5,Low,['Chest Day'],Weekend,True,8.0,"[""Baldur's Gate"", 'Zelda']","['Practice', 'Listening']","['Meditation', 'Hangout with Cami']"
2020-10-11,Sunday,Good,3,Low,[],Weekend,True,7.2,['Chess'],[],[]
2020-10-10,Saturday,Good,2,Medium,"['Arms Day', 'Legs Day']",Weekend,False,5.2,"['Clash Royale', 'Chess']",['Bass'],"['Cooking', 'Hangout with Cami', 'Work in HabitLens']"
2020-10-09,Friday,Neutral,1,Medium,[],Home office,True,8.4,"[""Baldur's Gate""]",[],[]
2020-10-08,Thursday,Neutral,4,Very High,[],Home office,False,7.5,"['Clash Royale', 'Zelda']",['Piano'],['Meditation']
2020-10-07,Wednesday,Meh,1,Low,['Chest Day'],Office,True,5.7,['Clash Royale'],"['Recording', 'Guitar', 'Practice']",[]
2020-10-06,Tuesday,Amazing,5,Very High,['Cardio'],Office,True,5.4,['Zelda'],"['Piano', 'Recording', 'Guitar']",[]
2020-10-05,Monday,Neutral,3,Medium,"['Chest Day', 'Back Day']",Classes,False,8.6,[],[],['Cooking']
2020-10-04,Sunday,Good,5,High,[],Weekend,True,9.0,[],"['Vocals', 'Piano', 'Composition']","['Dinner with Cami', 'Meditation']"
2020-10-03,Saturday,Neutral,4,Medium,['Cardio'],Weekend,True,6.6,"['Clash Royale', 'Zelda']",['Practice'],"['Work in HabitLens', 'Cooking', 'Dinner with Cami']"
2020-10-02,Friday,Great,4,Very High,[],Classes,False,6.6,[],[],"['Dinner with Cami', 'Cooking', 'Work in HabitLens']"
2020-10-01,Thursday,Meh,2,Medium,"['Arms Day', 'Cardio']",Office,True,5.8,[],[],"['Meditation', 'Cooking', 'Work in HabitLens']"
2020-09-30,Wednesday,Neutral,5,Low,[],Home office,True,7.3,"['Chess', 'Clash Royale']",[],"['Meditation', 'Work in HabitLens', 'Dinner with Cami']"
2020-09-29,Tuesday,Neutral,2,Very High,[],Classes,True,7.0,[],[],[]
2020-09-28,Monday,Amazing,4,Medium,[],Classes,True,5.6,['Zelda'],['Composition'],['Cooking']
2020-09-27,Sunday,Good,2,Very High,[],Weekend,True,8.7,"[""Baldur's Gate"", 'Zelda']","['Composition', 'Listening']","['Cooking', 'Work in HabitLens']"
2020-09-26,Saturday,Neutral,4,Medium,[],Weekend,True,7.1,[],"['Vocals', 'Recording']",['Cooking']
2020-09-25,Friday,Good,1,Medium,['Legs Day'],Classes,True,8.5,[],"['Practice', 'Piano']",['Meditation']
2020-09-24,Thursday,Neutral,4,Low,[],Weekend,False,6.0,"['Clash Royale', 'Chess']",[],"['Work in HabitLens', 'Cooking', 'Dinner with Cami']"
2020-09-23,Wednesday,Neutral,5,Medium,"['Chest Day', 'Arms Day']",Weekend,False,5.1,"[""Baldur's Gate"", 'Clash Royale']","['Guitar', 'Composition', 'Bass']","['Meditation', 'Dinner with Cami']"
2020-09-22,Tuesday,Good,2,Low,"['Back Day', 'Chest Day']",Office,True,6.7,['Chess'],"['Composition', 'Practice']",[]
2020-09-21,Monday,Neutral,3,Very Low,[],Weekend,False,7.0,"[""Baldur's Gate""]",['Composition'],"['Meditation', 'Work in HabitLens', 'Cooking']"
2020-09-20,Sunday,Neutral,2,Low,['Back Day'],Weekend,True,7.5,"['Zelda', 'Clash Royale']",['Guitar'],"['Dinner with Cami', 'Cooking', 'Work in HabitLens']"
2020-09-19,Saturday,Great,4,Low,['Chest Day'],Weekend,True,6.8,['Clash Royale'],['Composition'],['Dinner with Cami']
2020-09-18,Friday,Neutral,4,Medium,[],Office,True,7.4,"['Chess', 'Zelda']",[],[]
2020-09-17,Thursday,Neutral,3,High,[],Home office,True,6.6,[],['Composition'],['Dinner with Cami']
2020-09-16,Wednesday,Great,1,High,"['Back Day', 'Legs Day']",Office,False,7.0,[],['Vocals'],"['Meditation', 'Work in HabitLens']"
2020-09-15,Tuesday,Meh,4,Low,"['Legs Day', 'Arms Day']",Home office,True,8.4,[],"['Practice', 'Guitar']",[]
2020-09-14,Monday,Good,2,High,"['Legs Day', 'Chest Day']",Office,True,6.0,"['Zelda', 'Clash Royale']","['Bass', 'Recording']",[]
2020-09-13,Sunday,Good,5,Very Low,['Cardio'],Weekend,False,7.5,"['Clash Royale', ""Baldur's Gate""]",['Guitar'],"['Cooking', 'Work in HabitLens', 'Dinner with Cami']"
2020-09-12,Saturday,Neutral,4,Medium,"['Arms Day', 'Legs Day']",Weekend,True,8.2,"[""Baldur's Gate"", 'Clash Royale']","['Recording', 'Bass', 'Guitar']",['Hangout with Cami']
2020-09-11,Friday,Neutral,4,High,[],Classes,True,6.8,"[""Baldur's Gate""]",[],"['Cooking', 'Work in HabitLens', 'Dinner with Cami']"
2020-09-10,Thursday,Meh,4,Very High,['Arms Day'],Office,True,6.4,['Clash Royale'],[],"['Cooking', 'Meditation', 'Work in HabitLens']"
2020-09-09,Wednesday,Neutral,5,Medium,[],Home office,True,6.1,"['Chess', 'Clash Royale']",['Composition'],[]
2020-09-08,Tuesday,Great,4,Medium,[],Office,False,8.1,[],"['Vocals', 'Guitar']",[]
2020-09-07,Monday,Great,5,Medium,[],Home office,False,7.4,[],"['Recording', 'Listening']","['Cooking', 'Meditation']"
2020-09-06,Sunday,Meh,3,Low,['Cardio'],Weekend,False,7.6,['Zelda'],"['Vocals', 'Listening']","['Dinner with Cami', 'Hangout with Cami', 'Meditation']"
2020-09-05,Saturday,Great,5,Very High,['Legs Day'],Weekend,True,8.0,[],"['Composition', 'Recording', 'Piano']",[]
2020-09-04,Friday,Great,1,Medium,['Chest Day'],Office,True,9.0,"[""Baldur's Gate"", 'Clash Royale']","['Listening', 'Composition']","['Hangout with Cami', 'Cooking', 'Work in HabitLens']"
2020-09-03,Thursday,Neutral,5,High,['Cardio'],Classes,False,5.8,[],"['Listening', 'Bass', 'Recording']","['Work in HabitLens', 'Hangout with Cami']"
2020-09-02,Wednesday,Sad,4,High,['Arms Day'],Classes,False,7.9,"[""Baldur's Gate"", 'Clash Royale']",[],[]
2020-09-01,Tuesday,Neutral,1,Very Low,"['Back Day', 'Cardio']",Classes,True,4.6,"[""Baldur's Gate""]",['Bass'],"['Dinner with Cami', 'Work in HabitLens', 'Cooking']"
2020-08-31,Monday,Neutral,5,Very High,[],Home office,True,6.4,[],[],"['Cooking', 'Hangout with Cami']"
2020-08-30,Sunday,Great,3,Very High,['Back Day'],Weekend,True,5.7,"['Zelda', 'Clash Royale']",['Listening'],"['Dinner with Cami', 'Work in HabitLens', 'Meditation']"
2020-08-29,Saturday,Good,2,Low,[],Weekend,True,7.0,[],"['Guitar', 'Piano', 'Listening']",['Dinner with Cami']
2020-08-28,Friday,Meh,2,Medium,"['Chest Day', 'Legs Day']",Classes,True,5.8,"['Zelda', 'Chess']","['Composition', 'Practice', 'Bass']",['Meditation']
2020-08-27,Thursday,Good,4,Medium,['Chest Day'],Weekend,True,6.9,[],['Composition'],"['Dinner with Cami', 'Hangout with Cami']"
2020-08-26,Wednesday,Neutral,3,Medium,"['Arms Day', 'Chest Day']",Classes,False,6.1,[],[],['Dinner with Cami']
2020-08-25,Tuesday,Neutral,2,High,[],Office,False,6.1,[],"['Vocals', 'Piano']",[]
2020-08-24,Monday,Good,3,Very High,[],Classes,False,8.2,"['Chess', 'Clash Royale']",['Practice'],"['Dinner with Cami', 'Hangout with Cami', 'Meditation']"
2020-08-23,Sunday,Neutral,5,High,['Arms Day'],Weekend,True,4.5,[],"['Vocals', 'Practice', 'Listening']","['Meditation', 'Cooking', 'Work in HabitLens']"
2020-08-22,Saturday,Neutral,4,Medium,[],Weekend,True,5.8,[],[],[]
2020-08-21,Friday,Good,4,Medium,"['Cardio', 'Arms Day']",Home office,True,4.4,"['Zelda', ""Baldur's Gate""]",[],[]
2020-08-20,Thursday,Amazing,1,Medium,['Arms Day'],Home office,True,6.9,[],[],['Meditation']
2020-08-19,Wednesday,Good,5,Medium,[],Classes,False,7.3,['Clash Royale'],['Composition'],"['Dinner with Cami', 'Cooking']"
2020-08-18,Tuesday,Great,3,Low,"['Legs Day', 'Chest Day']",Office,True,8.4,['Clash Royale'],['Vocals'],"['Cooking', 'Meditation']"
2020-08-17,Monday,Neutral,3,High,[],Office,True,8.2,[],"['Bass', 'Composition', 'Practice']",[]
2020-08-16,Sunday,Good,1,Very Low,[],Weekend,True,8.2,"['Zelda', 'Clash Royale']",[],[]
2020-08-15,Saturday,Amazing,4,Medium,[],Weekend,True,4.0,['Zelda'],"['Composition', 'Vocals', 'Recording']","['Dinner with Cami', 'Cooking']"
2020-08-14,Friday,Neutral,1,Very High,['Arms Day'],Office,False,5.3,[],[],"['Work in HabitLens', 'Hangout with Cami']"
2020-08-13,Thursday,Great,5,High,[],Office,False,8.7,"['Chess', 'Clash Royale']","['Recording', 'Vocals', 'Bass']","['Work in HabitLens', 'Hangout with Cami', 'Cooking']"
2020-08-12,Wednesday,Neutral,1,High,"['Cardio', 'Back Day']",Office,True,9.0,"['Clash Royale', ""Baldur's Gate""]","['Vocals', 'Composition', 'Listening']","['Dinner with Cami', 'Work in HabitLens', 'Cooking']"
2020-08-11,Tuesday,Neutral,4,Medium,[],Classes,False,6.0,[],"['Guitar', 'Listening']",['Dinner with Cami']
2020-08-10,Monday,Great,2,Medium,"['Cardio', 'Legs Day']",Office,True,7.7,"['Clash Royale', 'Chess']",['Bass'],['Dinner with Cami']
2020-08-09,Sunday,Good,4,Medium,['Back Day'],Weekend,False,6.5,"['Zelda', 'Clash Royale']","['Piano', 'Recording', 'Guitar']","['Cooking', 'Meditation']"
2020-08-08,Saturday,Neutral,3,Very Low,[],Weekend,True,7.4,"['Chess', 'Zelda']",[],['Work in HabitLens']
2020-08-07,Friday,Great,5,Medium,[],Office,False,7.5,[],"['Practice', 'Recording', 'Composition']",[]
2020-08-06,Thursday,Good,3,Low,[],Classes,True,7.3,[],"['Bass', 'Vocals', 'Recording']",['Meditation']
2020-08-05,Wednesday,Neutral,5,Medium,['Legs Day'],Home office,True,8.2,['Zelda'],"['Recording', 'Listening', 'Composition']","['Work in HabitLens', 'Cooking', 'Dinner with Cami']"
2020-08-04,Tuesday,Meh,1,High,[],Home office,True,7.6,['Zelda'],['Guitar'],"['Cooking', 'Work in HabitLens', 'Dinner with Cami']"
2020-08-03,Monday,Great,5,Low,['Cardio'],Classes,True,4.8,[],[],[]
2020-08-02,Sunday,Good,3,Very Low,"['Arms Day', 'Chest Day']",Weekend,True,6.8,"['Clash Royale', 'Zelda']","['Guitar', 'Recording']","['Cooking', 'Meditation', 'Work in HabitLens']"
2020-08-01,Saturday,Amazing,2,Very High,"['Chest Day', 'Legs Day']",Weekend,True,7.5,"['Chess', 'Zelda']","['Vocals', 'Composition', 'Recording']","['Meditation', 'Cooking', 'Hangout with Cami']"
2020-07-31,Friday,Neutral,5,High,[],Home office,True,6.7,"['Chess', 'Clash Royale']",[],['Cooking']
2020-07-30,Thursday,Meh,3,High,"['Arms Day', 'Chest Day']",Office,True,5.2,"['Zelda', 'Clash Royale']",[],[]
2020-07-29,Wednesday,Sad,3,High,['Legs Day'],Classes,True,5.1,[],"['Guitar', 'Practice']","['Dinner with Cami', 'Work in HabitLens', 'Meditation']"
2020-07-28,Tuesday,Neutral,5,Medium,[],Classes,True,6.3,"[""Baldur's Gate"", 'Zelda']","['Practice', 'Listening']","['Meditation', 'Hangout with Cami']"
2020-07-27,Monday,Neutral,3,Medium,"['Chest Day', 'Legs Day']",Home office,False,7.9,['Chess'],"['Piano', 'Recording']",[]
2020-07-26,Sunday,Neutral,3,Medium,[],Weekend,False,5.5,"[""Baldur's Gate""]","['Practice', 'Recording']",['Meditation']
2020-07-25,Saturday,Neutral,4,Medium,[],Weekend,True,6.8,"['Clash Royale', 'Chess']","['Guitar', 'Piano', 'Vocals']",['Hangout with Cami']
2020-07-24,Friday,Amazing,2,Medium,"['Back Day', 'Cardio']",Home office,True,8.0,[],[],"['Dinner with Cami', 'Cooking']"
2020-07-23,Thursday,Good,1,Medium,[],Home office,False,5.2,[],[],"['Work in HabitLens', 'Dinner with Cami']"
2020-07-22,Wednesday,Good,5,Medium,[],Home office,False,6.1,"['Clash Royale', ""Baldur's Gate""]","['Vocals', 'Listening', 'Practice']",[]
2020-07-21,Tuesday,Neutral,5,Medium,['Legs Day'],Office,False,6.6,[],"['Recording', 'Composition', 'Bass']","['Meditation', 'Work in HabitLens', 'Hangout with Cami']"
2020-07-20,Monday,Neutral,5,Medium,[],Home office,False,6.1,['Chess'],"['Composition', 'Vocals']","['Meditation', 'Hangout with Cami']"
2020-07-19,Sunday,Good,3,Medium,"['Arms Day', 'Back Day']",Weekend,True,7.2,"[""Baldur's Gate""]","['Listening', 'Guitar']",['Meditation']
2020-07-18,Saturday,Great,5,High,[],Weekend,False,9.0,[],[],"['Cooking', 'Work in HabitLens']"
2020-07-17,Friday,Neutral,5,Medium,[],Classes,True,7.1,['Zelda'],[],['Cooking']
2020-07-16,Thursday,Sad,3,Low,"['Arms Day', 'Chest Day']",Weekend,True,6.1,['Clash Royale'],[],['Meditation']
2020-07-15,Wednesday,Neutral,2,Medium,[],Home office,True,8.6,['Clash Royale'],"['Listening', 'Guitar', 'Recording']",[]
2020-07-14,Tuesday,Good,3,High,[],Classes,True,5.7,"['Clash Royale', 'Zelda']",[],"['Meditation', 'Dinner with Cami']"
2020-07-13,Monday,Sad,5,High,[],Classes,True,5.7,"['Zelda', 'Clash Royale']","['Composition', 'Recording']","['Hangout with Cami', 'Cooking']"
2020-07-12,Sunday,Neutral,4,High,"['Back Day', 'Legs Day']",Weekend,True,7.2,[],[],"['Meditation', 'Work in HabitLens', 'Cooking']"
2020-07-11,Saturday,Good,2,High,[],Weekend,True,7.3,"[""Baldur's Gate""]","['Recording', 'Composition', 'Piano']",[]
2020-07-10,Friday,Great,4,Medium,"['Legs Day', 'Back Day']",Home office,False,7.6,['Clash Royale'],"['Listening', 'Practice']",[]
2020-07-09,Thursday,Meh,2,Medium,"['Chest Day', 'Back Day']",Office,True,7.6,[],"['Guitar', 'Vocals', 'Composition']",[]
2020-07-08,Wednesday,Neutral,2,High,[],Home office,False,8.1,['Zelda'],"['Guitar', 'Piano', 'Vocals']",[]
2020-07-07,Tuesday,Amazing,4,Very High,"['Legs Day', 'Chest Day']",Office,True,5.5,['Chess'],"['Bass', 'Guitar']",[]
